Compounds.ID	Name	Tags	Formula	RT_min	Calc_MW
c2407			C44 H76 N6 O18 P2	6.66	1038.46891
c2318	N-(2-methyl-3-oxodecanoyl)pyrrolidine		C15 H27 N O2	10.221	253.20441
c2790			C41 H84 N7 O18 P	4.757	993.55956
c502	TKK		C16 H33 N5 O5	12.931	375.25114
c4214				5.894	1102.54221
c3971			C49 H81 N10 O9 P3	7.827	1046.54094
c1768				5.021	427.71575
c630			C64 H95 N6 O8 P3 S	7.576	1200.61545
c2261			C24 H43 N5 O6	4.879	497.32029
c265			C26 H43 N5 O5	5.026	505.32515
c263	Barnesin A		C25 H37 N5 O5	2.774	487.27858
c3556	"1,3-Dipropylxanthine"		C11 H16 N4 O2	1.041	236.12631
c167			C60 H92 N O18 P	8.294	1145.60547
c2844				0.72	581.85374
c4700	methyl 2-cyano-3-{1-[3-(1H-imidazol-1-yl)propyl]-1H-pyrrol-2-yl}acrylate		C15 H16 N4 O2	2.631	306.10848
c4114			C34 H40 N6 O5	4.169	612.30527
c929			C56 H79 N7 O14 P2	6.64	1135.51475
c3411	3-(tert-butyl)-1-methyl-N-(6-quinoxalinyl)-1H-pyrazole-5-carboxamide		C17 H19 N5 O	3.714	618.33127
c4745			C29 H56 N2 O12	6.531	624.38378
c2973			C4 H N4 O7 P3	0.719	309.9046
c3403	"2-[1-(2H-1,3-benzodioxol-5-yl)propan-2-yl]-6-methoxy-4-(prop-2-en-1-yl)phenol"		C20 H22 O4	6.485	696.27862
c88	"3-[(4-hydroxyphenyl)methyl]-octahydropyrrolo[1,2-a]pyrazine-1,4-dione"		C14 H16 N2 O3	3.338	260.11549
c3491			C29 H67 N7 O9	15.902	657.50102
c446			C12 H23 N5 O2	2.519	269.18459
c2705			C42 H77 O14 P3	7.914	898.45278
c393				5.006	287.67071
c2641			C55 H102 N6 O18 P2	4.293	1196.67308
c2775			C50 H108 N6 O18 P2 S	4.288	1174.69151
c4629	NP-013663		C18 H34 O5	10.54	347.26663
c2337				9.612	2533.35897
c2155			C24 H44 O3	16.669	380.32817
c1015			C45 H89 N8 O18 P3	7.629	1122.55119
c3834	Brunnein A		C13 H12 N2 O3	3.035	244.08405
c3531			C28 H49 N7 O9 P2	3.774	689.30491
c901			C19 H39 N10 O5 P	2.731	518.28444
c67	Cyclo(phenylalanyl-prolyl)		C14 H16 N2 O2	5.476	244.12063
c1427			C38 H57 N7 O4 P2	5.462	737.3942
c561				7.272	1001.50492
c3995	Forpinic acid A		C40 H62 O9	3.847	686.44034
c2211	Bis(methylbenzylidene)sorbitol		C22 H26 O6	12.885	386.1719
c47			C80 H98 N2 O14 P2	7.637	1372.64908
c752	Not named		C11 H20 N2 O2	5.026	212.15193
c1340			C76 H120 N3 O16 P3 S2	8.57	1487.73229
c2191			C7 H2 O11 S	0.715	293.9307
c4669	Fusaricidin C		C45 H74 N10 O12	6.327	946.55075
c2925				0.72	701.85404
c1049	NP-008993		C18 H34 O4	15.18	296.23399
c99	Koreenceine B	C	C14 H27 N	11.093	209.21419
c3611	L-Prolylhydroxy-L-proline diketopiperazi		C10 H14 N2 O3	2.259	210.10002
c1453	pro-his		C11 H16 N4 O3	1.536	252.12184
c1829	Cyclo-(L-Ala-L-Tyr)		C12 H14 N2 O3	3.306	234.09993
c1244			C62 H108 N9 O17 P3	8.614	1343.70901
c2806	"2-[1-(2H-1,3-benzodioxol-5-yl)propan-2-yl]-6-methoxy-4-(prop-2-en-1-yl)phenol"		C20 H22 O4	5.565	696.27774
c3110			C32 H57 N2 O4 P S2	1.221	628.35251
c2288			C44 H48 N5 O4 P	3.311	741.3431
c2884				3.301	370.67156
c2616			C24 H37 N4 O2 P S	3.902	476.23803
c2698			C8 H25 N5 O3 P2	7.123	301.14203
c2918				7.328	1187.61408
c3455			C62 H94 N5 O12 P3	8.138	1193.61151
c3249			C32 H41 N5 O10	4.964	655.28404
c4538	SSR161421		C25 H20 N4 O2	11.727	408.15462
c1555			C63 H110 N9 O16 P3	9.248	1341.73026
c155			C28 H48 N6 O9	5.209	612.34921
c1627			C77 H113 N7 O12 P2	15.392	1389.79303
c3287			C26 H52 N10 O4 S2	5.535	632.36363
c3223			C12 H19 N5 O2	0.696	265.15307
c2990	Oximoaspergillimide		C11 H20 N2 O3	5.417	228.14687
c832	Desmethylmianserin		C17 H18 N2	2.136	250.14246
c2833			C11 H5 N2 O14 P3 S	0.717	513.86681
c868	NP-022076		C25 H34 O4	4.577	420.23413
c2837	Oximoaspergillimide		C11 H20 N2 O3	5.415	228.14692
c1670			C66 H97 N6 O15 P	8.952	1244.67641
c887			C54 H76 N9 O16 P	7.612	1137.51494
c1877			C54 H85 N4 O16 P3	7.631	1138.51774
c4053			C20 H37 N7 O3	3.105	423.2972
c865			C19 H33 N5 O7	2.273	443.23712
c4823			C15 H28 N2 O3 S	5.541	316.18172
c2693			C25 H59 N9 O9 P2	7.166	691.3894
c3058			C30 H49 N10 O7 P	7.204	692.35219
c1975			C9 H4 N2 O7 P2 S2	0.72	377.8919
c964			C14 H30 N7 O4 P	4.677	391.20985
c241			C30 H54 N7 O11 P	3.032	719.35854
c3141				19.727	329.90856
c97	"(2Z)-N-(3-Aminopropyl)-N-{4-[(3-aminopropyl)amino]butyl}-3-(4-hydroxy-3,5-dimethoxyphenyl)acrylamide"		C21 H36 N4 O4	5.026	408.27251
c1807	Piptamine		C23 H41 N	15.133	331.32249
c1429			C35 H44 N9 O12 P	5.652	813.2849
c678	"(4aS,9aR)-7-(1,3-Benzodioxol-5-ylmethyl)-N-cyclohexyl-6-oxodecahydro-2H-pyrido[3,4-d]azepine-2-carboxamide"		C24 H33 N3 O4	2.988	427.25314
c1592			C20 H48 N8 O4 P2 S2	5.026	590.27221
c1483			C37 H84 N5 O15 P3 S	3.324	963.4894
c2010			C17 H40 N6 O4 S2	5.011	456.25705
c680			C61 H98 N7 O17 P S	7.192	1263.64854
c2231	N-Tridecanoylglycine		C15 H29 N O3	8.058	271.21502
c2712			C25 H57 N9 O11 S	7.173	691.38957
c505	"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one"		C14 H22 O4	11.917	254.15167
c944			C63 H82 N10 O13	7.394	1186.60683
c2404			C26 H59 N8 O10 P	5.264	674.41046
c3466			C38 H72 N O14 P S	3.445	829.4426
c609				1.057	489.20571
c1790	Indoprofen		C17 H15 N O3	4.215	562.20526
c2194			C29 H61 N3 O13 S	7.162	691.38945
c348				3.025	359.67894
c3673			C73 H115 N10 O13 P3 S	9.185	1464.75707
c2356				6.668	1023.5073
c3762				6.557	590.37823
c4267			C9 H21 N9 P2	4.981	317.13872
c3155			C10 H21 N4 O13 P3 S	0.717	530.00497
c2956			C30 H50 N4 O6 P2 S	3.227	656.29503
c698			C64 H85 N5 O11 P2	8.293	1161.57222
c760			C32 H65 N5 O14 P2	7.156	805.39954
c3190			C41 H67 N9 O9 P2	2.727	891.4514
c4094			C22 H49 N2 O14 P	5.81	596.29283
c2624			C8 H3 N O2 P2 S2	19.732	270.9093
c1663	3-Hydroxycyclobenzaprine		C20 H21 N O	1.229	291.15733
c2301	NP-016455		C11 H18 N2 O4	4.407	242.12624
c489	"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-(1-methyl-1H-imidazol-5-yl)-1,3,4-oxadiazole"		C17 H25 N5 O	3.848	315.20415
c3866			C9 H28 N9 O P	0.793	309.21415
c3107			C9 H17 N7 O4	0.698	287.13489
c2104			C16 H28 N4 O5	2.112	356.20528
c2386	[1-(2'-methylpropoxy)-2-hydroxy-2-methylpropoxy]butane		C12 H26 O3	12.95	218.18772
c4213			C20 H47 N6 O11 P3	3.721	640.25202
c1615	NP-001501		C16 H17 N3 O2	6.366	283.13177
c2630	Oxibendazole		C12 H15 N3 O3	2.544	249.10845
c1711			C36 H67 N9 O7 P2	1.223	799.46576
c990	unknown Lok MF	B	C77 H104 N9 O11 P	14.938	1361.7598
c1902			C30 H63 N6 O17 P	3.302	810.39964
c364			C22 H40 N6 O6	1.031	484.2992
c4746			C57 H95 N9 O18 P2 S2	3.491	1319.57151
c1543			C9 H N6 O8 P3 S	0.72	445.8792
c476	[Dha7]MC-FR		C51 H70 N10 O12	3.364	1014.5169
c1345				6.983	760.40732
c1			C31 H53 N7 O8	5.025	651.39402
c2932			C28 H56 N7 O3 P3	3.135	631.36833
c3044			C36 H62 N3 O17 P	3.37	839.38291
c531			C15 H27 N3 O5	5.147	329.19433
c2373			C17 H37 N9 O5 P2	4.554	509.24149
c1870				19.803	286.88159
c190	Cyclo(leucylprolyl)		C11 H18 N2 O2	4.631	210.13657
c1770	Not named		C11 H20 N2 O2	6.048	212.15229
c629			C21 H37 N	14.338	303.29184
c2974			C10 H20 N6 O	12.953	240.16958
c276				3.191	317.15682
c1661				6.705	1244.61613
c4707				9.609	2529.40683
c3532			C52 H72 N4 O10 P2	7.316	974.47242
c2549	7-Methyl-2-phenylquinoline-4-carboxylic acid		C17 H13 N O2	5.881	526.18842
c1194			C62 H100 N9 O18 P S	8.413	1321.66525
c1841			C53 H72 N4 O16	7.855	1020.49541
c1997	L-Arginyl-L-arginyl-L-arginine		C18 H38 N12 O4	1.026	486.31519
c3298			C13 H35 N8 O5 P S	13.167	446.21698
c1528				6.745	1866.92407
c1000			C26 H43 N2 O6 P3	3.088	572.23442
c189			C50 H85 N9 O15	7.624	1051.61638
c1098	Gln-Leu-Val-Pro		C21 H37 N5 O6	2.538	455.2735
c746	Tapentadol		C14 H23 N O	8.69	221.17839
c1235			C74 H108 N9 O11 P3	14.918	1391.73985
c1463			C21 H50 N9 O9 P S	3.066	635.31626
c1659	cGMP		C10 H12 N5 O7 P	1.034	345.04638
c4339			C24 H23 N2 P3	6.391	432.10525
c3576			C36 H51 N3 O6 S	1.216	653.34781
c3405			C18 H29 N10 O3 P S2	1.746	528.15783
c3807			C26 H57 N5 O4 P2 S	3.048	597.35821
c108	"(4S,5S,8S,10R)-4,5,8-trihydroxy-10-methyl-3,4,5,8,9,10-hexahydro-2H-oxecin-2-one"		C10 H16 O5	5.575	216.0993
c523	Syringolin H		C25 H43 N5 O6	4.16	509.32028
c1781			C19 H30 O8 P2	11.981	448.14141
c3932			C15 H29 N5 O4	3.838	343.22013
c191	NP-003672		C15 H14 O2	5.025	226.0947
c4103	Methyl N-{[(2S)-1-(cyclohexylcarbonyl)-4-(isopropylcarbamoyl)-2-piperazinyl]carbonyl}-3-(3-pyridinyl)-D-alaninate		C25 H37 N5 O5	2.776	509.26057
c273				7.639	525.80834
c4655			C69 H109 N8 O17 P3	6.972	1414.71233
c221	2-(4-Methoxybenzylidene)quinuclidin-3-one		C15 H17 N O2	5.028	243.12118
c1481	"13-methoxy-1,6-diazatetracyclo[7.6.1.0âµ,Âaâ¶.0Âaâ°,Âaâµ]hexadeca-3,5,7,9(16),10,12,14-heptaen-2-one"		C15 H10 N2 O2	3.725	500.14991
c54			C38 H59 N9 O10	3.38	801.43698
c2908			C55 H85 N6 O15 P S	9.131	1132.55273
c3908	"2-[(1-ethyl-1H-1,2,3,4-tetraazol-5-yl)sulfanyl]-1-(4-phenylpiperazino)-1-ethanone"		C15 H20 N6 O S	6.845	664.28907
c1467			C58 H97 N3 O16 P2	2.31	1153.63371
c236	N-(5-acetamidopentyl)acetamide		C9 H18 N2 O2	1.106	208.12058
c239	Glulisine A		C11 H19 N3 O2	1.112	225.14725
c201	2-(4-Methoxybenzylidene)quinuclidin-3-one		C15 H17 N O2	5.026	729.36369
c1840	Azithromycin		C38 H72 N2 O12	6.934	786.46004
c3681			C24 H53 N9 O16 P2	4.907	785.30725
c2662			C31 H55 N7 O8	3.108	653.40924
c648			C40 H58 N6 O9 P2	3.425	828.37475
c1632	8-hydroxy-deoxyguanosine		C10 H13 N5 O5	1.173	283.09088
c3713			C13 H23 P S	4.278	242.12607
c4489			C6 H19 Cl N6 O2	4.283	242.12596
c2952	"N-[(1R,9S)-11-(4-Fluorobenzyl)-6-oxo-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-5-yl]isonicotinamide"		C24 H23 F N4 O2	4.616	418.18256
c2627			C67 H115 Cl N5 O18 P S2	14.919	1407.71177
c295			C48 H85 N6 O13 P3	7.545	1046.53838
c587			C43 H62 N10 O12	8.359	910.45466
c3360	Taichunin C		C25 H36 O10	3.42	496.23131
c2728			C17 H40 N3 O6 P S	1.507	445.23532
c1888			C32 H67 N10 O8 P3	4.289	812.43586
c3826			C19 H30 O8 P2	11.984	448.14283
c237	11-Aminoundecanoic acid		C11 H23 N O2	1.032	201.17237
c1310			C27 H53 N3 O14 P2	5.872	705.29974
c3686			C14 H30 N7 O3 P	8.2	375.21646
c2256			C23 H51 N6 O12 P3	6.996	696.27833
c235			C30 H61 N O11 P2	5.027	673.37512
c2146			C57 H102 N7 O17 P3 S	3.721	1281.62686
c3017				7.126	1096.52503
c743	Citroflex A-4		C20 H34 O8	15.776	402.22434
c536	Biotin		C10 H16 N2 O3 S	1.721	244.08763
c2924	PEG Diethylhexanoate n5		C26 H50 O8	2.824	512.3311
c3079			C37 H56 N8 O8 P2	2.266	802.36904
c658			C19 H29 N7 O5	2.586	435.22215
c875				7.638	1410.59529
c1178			C46 H77 N10 O10 P3	6.66	1022.50357
c1673			C29 H67 N9 O16 P2	6.727	859.41998
c29	CI-4		C11 H19 N5 O2	1.266	253.15321
c184			C15 H27 N O5	2.501	301.18829
c1216				6.134	701.73617
c4836			C15 H25 N5 O4	1.56	339.19008
c1479	"3-(tert-Butyl)-N-[4-(2,3-dihydroimidazo[2,1-b][1,3]thiazol-6-yl)phenyl]-1-methyl-1H-pyrazole-5-carboxamide"		C20 H23 N5 O S	4.634	381.16939
c1712	"4,4-dimethyl-1-(3-nitrophenyl)-2-(1H-1,2,4-triazol-1-yl)pent-1-en-3-one"		C15 H16 N4 O3	1.235	300.12128
c2027			C22 H51 N3 O5 P2 S	6.234	531.30516
c3616	Community Metabolite	A;B	C54 H97 N9 O16	14.868	1127.70285
c2048				5.037	1378.69724
c1900			C20 H37 N5 O7	2.237	459.26835
c350			C58 H90 N2 O16 P2	3.015	1132.57551
c2352			C36 H51 N5 O2 P2 S2	4.098	711.2965
c96			C20 H35 N5 O6	2.418	441.25798
c1419			C53 H93 N6 O16 P3	3.207	1162.58623
c2382			C10 H25 N7 O4	1.204	307.19844
c3116			C21 H35 N5 O8	2.215	485.24733
c307				5.017	336.68772
c4697			C10 H8 O9 P2 S4	0.721	461.85338
c2491				7	1590.70775
c1088	"1-[(2R,4S,5R)-5-(3-Cyclohexyl-1-methyl-1H-pyrazol-5-yl)-1-azabicyclo[2.2.2]oct-2-yl]-N-(4-methoxybenzyl)methanamine"		C26 H38 N4 O	6.199	920.52976
c4723			C8 H15 N6 O6 P S	0.73	354.04955
c1512			C15 H23 N5 O2 S2	6.069	369.12776
c3367				7.636	2473.22037
c83			C14 H25 N O3 S	8.41	287.15504
c2737				7.261	1526.81439
c3618			C59 H85 N6 O17 P	2.681	1180.57089
c2067			C16 H27 N3 O8	1.844	389.1792
c3383			C18 H44 N9 P S3	5.561	513.26238
c2430			C7 H3 N6 P3 S2	19.756	327.90855
c1854			C61 H69 N8 O P3	7.213	1022.48341
c857			C14 H29 N5 O4 S	2.479	363.19313
c46	"5,6-diphenyl-2,3-dihydropyrazine"		C16 H14 N2	1.033	234.11107
c879			C19 H38 N2 O3	12.161	342.28866
c2921	Abbeymycin		C13 H16 N2 O3	3.424	248.11562
c2448			C7 H15 N4 P S	0.722	218.07509
c4827	"(1R,9S)-5-(1-Benzothiophen-2-yl)-11-(cyclohexylcarbonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one"		C26 H28 N2 O2 S	13.153	470.13696
c1509	Cyclotine		C24 H33 N5 O7	2.435	503.23683
c3449			C25 H34 N6 O5	2.549	498.25797
c281			C40 H64 N9 O6 P3	6.303	859.41902
c172	Thiamine		C12 H16 N4 O S	0.722	264.10372
c995	Oxibendazole		C12 H15 N3 O3	2.246	249.10836
c4066	Paroxetine		C19 H20 F N O3	2.001	329.14603
c3970			C28 H37 N10 O6 P	4.222	640.26363
c3147				3.425	1015.51946
c3994	NP-022373		C23 H25 N O2	1.206	329.18058
c2070			C50 H76 N4 O14 P2	4.556	1018.48313
c1455			C34 H68 N3 O18 P	3.015	837.42226
c694			C46 H83 N6 O12 P3	7.855	1004.52926
c2100			C23 H32 N7 O6 P	5.701	533.21576
c1699				5.257	908.43619
c2130			C25 H48 N6 O4 P2	2.718	558.31929
c3127			C27 H45 Cl N6 O3 P2	4.562	598.27178
c1738			C37 H69 N8 O13 P3	8.358	926.41979
c1596	Hirsutellone C		C28 H31 N O5	5.029	461.22112
c3059			C22 H41 N7 O5	2.807	483.31591
c3898	"4-[(Dimethylamino)methylidene]-1-phenyl-3-(trifluoromethyl)-4,5-dihydro-1H-pyrazol-5-one"		C13 H12 F3 N3 O	3.016	283.09245
c1761			C22 H43 N5 O	16.174	393.34456
c1210			C67 H91 N6 O14 P	8.244	1234.63335
c115			C29 H46 N10 O9	2.581	678.34384
c3667	"N-{4-[(2R,3R)-3-(Hydroxymethyl)-5-oxo-2-morpholinyl]phenyl}-3-methylbutanamide"		C16 H22 N2 O4	2.313	288.14656
c4694			C13 H38 N9 O5 P	4.715	431.27284
c1050			C21 H41 N7 O10 S	5.451	583.26359
c2811			C15 H25 N3 O6	1.88	343.17397
c1956			C11 H21 N5 O2	1.45	255.16872
c1192			C24 H53 N9 O12 P2	5.544	721.3304
c2090	pro-his		C11 H16 N4 O3	1.544	252.12187
c70			C50 H78 N8 O8 P2 S	3.34	1012.51456
c297	Fluvirucin B6		C26 H48 N2 O6	3.104	484.35003
c361			C40 H87 N8 O12 P3 S2	2.22	1028.50976
c4475			C51 H105 N4 O18 P3 S2	5.151	1218.60776
c2202			C30 H69 N7 O14 P2	9.018	813.43692
c945			C23 H56 N9 O8 P3	2.513	679.34586
c2548			C41 H73 N10 O15 P3	7.203	1038.448
c3311	NP-002336		C23 H36 O5	1.32	430.20528
c3304			C25 H45 N	16.188	359.35426
c1246			C11 H21 N3 O2	1.213	227.16287
c1787			C32 H67 N6 O15 P	1.824	806.43906
c3252	Cathestatin B		C17 H23 N3 O6	2.003	365.15817
c584			C34 H54 N5 O4 P3	5.027	689.33996
c3319			C78 H125 N10 O16 P3 S2	9.119	1614.7941
c541			C27 H40 N3 O3 P S	5.7	517.25081
c843			C28 H60 N7 O13 P3	6.997	795.34624
c126			C30 H47 N7 O8	3.092	633.3471
c3296	TQH		C15 H24 N6 O6	8.461	384.16916
c1201				2.334	290.65811
c3528			C10 H16 N4 O13 P2	0.718	462.0177
c2721			C22 H32 N10 O4	2.096	500.2585
c2223			C32 H63 N5 O6	15.947	613.47485
c983	"N-{[(2R,4S,5R)-5-(1-Methyl-3-phenyl-1H-pyrazol-5-yl)-1-azabicyclo[2.2.2]oct-2-yl]methyl}methanesulfonamide"		C19 H26 N4 O2 S	5.834	792.33171
c4346	Avaroferrin		C17 H30 N4 O6	1.737	386.21553
c3697	L-Arginyl-L-arginyl-L-arginine		C18 H38 N12 O4	2.269	486.31515
c3888			C38 H73 N9 O12 S3	5.138	943.45323
c4120	"2-[(2-chlorobenzyl)sulfanyl]-4,6-dimethylnicotinonitrile"		C15 H13 Cl N2 S	12.862	326.00038
c2854			C13 H39 N9 O8 P2	7.217	511.24162
c494			C26 H43 N7 O8	2.329	581.31618
c1033	EKK		C17 H33 N5 O6	1.239	385.23137
c2358			C26 H43 O6 P3	4.194	544.22756
c312			C26 H40 N6 O7	1.239	548.29397
c3020	Zolpidem		C19 H21 N3 O	2.008	307.16403
c77			C61 H83 N8 O12 P	3.016	1150.58597
c170	PPK		C16 H28 N4 O4	1.223	340.21011
c4648			C78 H116 N7 O13 P3 S2	8.579	1515.72849
c2468				6.394	1174.59078
c686				7.646	560.77422
c3294			C28 H41 N7 O10 S	4.199	667.26265
c1301			C29 H46 N4 O6 P2	1.66	608.2904
c1146			C21 H51 N7 O5	16.085	481.39677
c3376			C13 H27 N9 O8	2.111	437.19854
c3321	MDMB-CHMICA		C23 H32 N2 O3	4.455	1218.65519
c464			C60 H84 N O17 P	7.624	1121.54862
c419			C71 H97 N8 O15 P3	7.639	1394.62788
c2629	4-Benzoylbiphenyl		C19 H14 O	2.852	258.1074
c264				3.087	316.67354
c1123	N'-Allyl-N-(2-cyanoethyl)-N-cyclohexylthiourea		C13 H21 N3 S	1.265	251.14579
c2828	Ilanefuranone		C21 H38 O3	15.649	338.2813
c902	"[(3R,4S)-1-(4-Morpholinylcarbonyl)-3-(2-{4-[3-(trifluoromethyl)phenyl]-1-piperazinyl}ethyl)-4-piperidinyl]acetic acid"		C25 H35 F3 N4 O4	5.55	512.26015
c405			C22 H53 N9 O10 P2 S	7.628	697.31359
c215			C25 H44 N6 O6	1.222	524.33049
c413			C20 H28 N4 O7	2.172	436.19511
c324			C35 H55 N9 O10	2.189	761.40581
c1754	(R)-3-Hydroxy myristic acid		C14 H28 O3	13.405	226.19273
c1297			C17 H45 N10 O10 P	6.554	580.30532
c1423			C23 H35 N7 O7	1.296	521.25804
c3054	Oxibendazole		C12 H15 N3 O3	2.709	249.10858
c4095			C18 H37 N4 O6 P	2.135	436.24282
c275			C64 H97 N7 O15 P2 S	3.138	1297.62123
c918			C25 H39 N5 O6 P2	7.124	567.23576
c2971	Zolpidem		C19 H21 N3 O	1.998	614.3281
c2345			C14 H29 N O2	13.612	243.21928
c4394	Microcyclamide MZ568		C25 H40 N6 O7 S	4.772	568.27007
c481				1.227	274.14745
c3670	"3-amino-2,6-diphenyl-4,7-dihydro-2H-pyrazolo[3,4-d]pyrimidin-4-one"		C17 H13 N5 O	0.715	303.10867
c166	N-cyclohexyl-N'-(2-fluorobenzyl)urea		C14 H19 F N2 O	1.287	250.14267
c338			C36 H60 N7 O6 P3	6.965	779.38114
c1174			C19 H47 N7 O4	16.128	437.37067
c3119	Oxibendazole		C12 H15 N3 O3	2.708	498.21683
c417			C29 H44 N8 O11	5.615	680.31304
c2670			C18 H45 N7 O4	15.561	423.35505
c341			C33 H46 N8 O2 P2	6.943	648.32442
c1783				1.657	304.14501
c2773			C32 H63 N O2 P2	15.436	555.43321
c2380			C25 H49 N5 O3	15.521	467.38126
c4158	Decarbamoyl-neosaxitoxin		C9 H16 N6 O4	2.134	544.24896
c1153			C23 H55 N7 O6	16.04	525.42278
c1439	ethyl 2-[(4-methyl-2-oxo-2H-chromen-8-yl)oxy]acetate		C14 H14 O5	1.793	262.08851
c772	Piptamine		C23 H41 N	15.401	331.32298
c2331			C22 H53 N7 O6	15.479	511.40737
c1567	NP-020706		C14 H22 O7	1.321	319.16361
c3642	[Similar to: PEG n10; ?Mass: 141.1865 Da]		C26 H61 N7 O8	15.393	599.45921
c1919			C23 H51 N3 O18	5.316	657.31673
c320	N-cyclohexyl-N'-(2-fluorobenzyl)urea		C14 H19 F N2 O	1.336	250.14275
c1240				2.136	1029.51238
c1382			C33 H65 N O2 P2	15.993	569.44884
c125	Prolylleucine		C11 H20 N2 O3	5.245	228.14691
c179				3.265	1013.51703
c268			C19 H49 N10 O8 P	5.359	576.34485
c278			C25 H49 N10 O3 P3	4.26	630.31804
c376			C18 H32 N4 O5	4.469	384.23644
c388				8.255	889.47642
c425				6.941	759.40491
c442			C24 H53 N6 O7 P3	4.285	630.31753
c503				6.327	1135.65904
c511				7.659	1026.56508
c554	Koreenceine C		C14 H27 N O	8.945	225.20903
c564	terlakiren		C31 H48 N4 O7 S	4.585	620.32376
c573				5.511	920.47021
c706				5.523	574.30836
c729				5.377	1380.70431
c741			C22 H57 N10 O10 P	5.2	652.39714
c775			C33 H52 N2 O6 P2	5.744	634.33176
c794			C23 H50 N9 O11 P	5.681	659.33481
c831			C24 H49 N4 O8 P	5.564	552.32622
c883				7.35	1505.82991
c914			C18 H45 N5 O3 P2 S	6.775	473.27191
c924				5.446	563.28135
c948			C27 H39 N5 O6	7.524	529.28882
c950	1-Tetrahydro-1H-pyrrol-1-yl-3-[3-(trifluoromethyl)-1H-pyrazol-1-yl]propan-2-ol		C11 H16 F3 N3 O	2.859	263.12426
c956			C21 H48 N10 O16	4.032	696.32701
c958				6.46	1891.01381
c968			C32 H60 N7 O6 P3 S	0.81	763.35538
c985				4.336	1324.63174
c994			C45 H103 N8 O16 P3 S	6.346	1136.64368
c999			C21 H55 N10 O11 P	5.778	654.37873
c1006				5.395	427.71605
c1014	NP-022076		C25 H34 O4	4.67	840.4687
c1034				4.03	675.34745
c1063			C20 H31 N3 O4	6.117	377.23068
c1071	Furanodictine A		C13 H21 N O6	0.728	287.1358
c1083			C73 H93 N O17 P2	2.127	1317.59187
c1085			C40 H84 N7 O P3 S3	8.125	867.5118
c1092			C31 H67 N8 O16 P	6.507	838.44123
c1103				7.067	462.74498
c1120			C59 H96 N10 O9 P2	5.493	1150.68419
c1126				5.365	1380.70498
c1128			C19 H25 N3 O4	5.137	359.18422
c1129				7.364	994.45332
c1141	Incarnatapeptin A		C35 H58 N8 O12	4.342	782.42006
c1145				5.033	749.36797
c1171	Bacilosarcin A		C24 H33 N3 O8	6.599	491.22862
c1189			C19 H37 N8 O4 P	7.224	472.2691
c1195	XR586		C91 H138 N20 O23	7.071	1879.02636
c1206				4.572	974.48675
c1214			C19 H27 N3 O6	6.225	393.18992
c1263				5.771	976.48349
c1303			C59 H98 N7 O18 P3 S	0.793	1317.59047
c1309			C27 H62 N10 O10 P2 S	6.933	780.385
c1384				3.209	1152.59225
c1394			C24 H33 N5 O6	4.152	487.24198
c1418			C45 H68 N3 O6 P	1.074	777.48342
c1459			C43 H71 N9 O10 S2	7.62	937.47713
c1468			C34 H64 N6 O11 P2	7.092	794.4102
c1491			C21 H54 N7 O10 P3	5.168	657.31626
c1513			C13 H34 N10 O7	2.309	442.26097
c1517			C24 H55 N3 O4 P2 S2	6.13	575.30988
c1537	Destruxin A		C29 H47 N5 O7	5.309	577.34744
c1556			C39 H79 N5 O11 S3	8.134	889.49459
c1582			C45 H75 N9 O17	4.501	1013.52769
c1620	pro-his		C11 H16 N4 O3	1.523	252.12191
c1640				0.942	260.6289
c1647			C24 H42 N3 O7 P	5.66	515.27699
c1672				7.99	983.55364
c1707			C25 H44 N6 O7	5.698	540.3267
c1708	"5,6-diphenyl-2,3-dihydropyrazine"		C16 H14 N2	1.288	234.11112
c1714				5.028	651.0824
c1719				7.501	1105.54862
c1739			C11 H31 N9 O6	4.448	385.24012
c1757				7.547	1105.557
c1779				7.26	1264.6541
c1780			C18 H36 N10 O3 S	6.211	472.27114
c1786			C78 H132 N7 O18 P3 S	5.849	1579.85471
c1803			C23 H51 N7 O9 P2	4.267	631.32116
c1823			C14 H36 N9 O5 P	2.714	441.25808
c1838				4.43	718.36917
c1890			C18 H10 N7 O5 P3 S	7.127	528.96711
c1960			C22 H57 N10 O12 P	5.623	684.38742
c1982			C31 H51 N3 O13	4.455	673.34063
c2016				6.949	628.35054
c2063				5.035	651.70613
c2069				6.834	1079.59518
c2078				7.141	529.61214
c2105			C42 H89 N10 O18 P S2	6.503	1116.55536
c2123			C36 H50 N10 O3	8.696	670.40795
c2125			C54 H107 N2 O18 P S	5.034	1134.69773
c2152				4.949	864.46968
c2154			C38 H78 N9 O11 P3 S2	7.481	993.44955
c2158			C33 H55 N9 O5 P2	4.461	719.38127
c2218			C53 H105 N7 O4	19.616	903.82292
c2227				5.022	651.71154
c2232			C30 H72 N9 O15 P	5.022	829.48896
c2237			C21 H14 N3 O4 P3 S2	7.108	528.96337
c2245				8.314	1940.03206
c2246	NP-012766		C31 H46 N4 O7	3.82	1248.58234
